"Statistic Label","Census Year","Age Group","Sex","Administrative Counties","Frequency of speaking Irish","Level of Irish Spoken","UNIT","VALUE"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kildare County Council","Not stated","Ability to speak Irish, not stated","Number","3"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","All Irish speakers","Speaks Irish - Total","Number","1831"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","All Irish speakers","Speaks Irish - Very well","Number","110"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","All Irish speakers","Speaks Irish - Well","Number","414"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","All Irish speakers","Speaks Irish - Not well","Number","1223"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","All Irish speakers","Ability to speak Irish, not stated","Number","84"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within the education system only","Speaks Irish - Total","Number","18"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within the education system only","Speaks Irish - Very well","Number","9"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within the education system only","Speaks Irish - Well","Number","5"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within the education system only","Speaks Irish - Not well","Number","3"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within the education system only","Ability to speak Irish, not stated","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Total","Number","2"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Very well","Number","2"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and daily outside the education system","Speaks Irish - Not well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and daily outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Total","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Very well","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and weekly outside the education system","Speaks Irish - Not well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and weekly outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Total","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Very well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Well","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and less often outside the education system","Speaks Irish - Not well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and less often outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Total","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Very well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and never outside the education system","Speaks Irish - Not well","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily within and never outside the education system","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily outside the education system only","Speaks Irish - Total","Number","40"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily outside the education system only","Speaks Irish - Very well","Number","20"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily outside the education system only","Speaks Irish - Well","Number","14"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily outside the education system only","Speaks Irish - Not well","Number","6"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish daily outside the education system only","Ability to speak Irish, not stated","Number","0"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Total","Number","113"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Very well","Number","26"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Well","Number","61"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish weekly outside the education system only","Speaks Irish - Not well","Number","25"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish weekly outside the education system only","Ability to speak Irish, not stated","Number","1"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish less often outside the education system only","Speaks Irish - Total","Number","997"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish less often outside the education system only","Speaks Irish - Very well","Number","34"
"Irish speakers aged 3 years and over","2022","65 - 69 years","Both sexes","Kilkenny County Council","Speaks Irish less often outside the education system only","Speaks Irish - Well","Number","289"
